Sector,Sub-Industry,Production process,Impact driver,Rating
Information Technology,"Technology Hardware, Storage & Peripherals",Electronics and hardware production,Terrestrial ecosystem use,ND
Information Technology,"Technology Hardware, Storage & Peripherals",Electronics and hardware production,Water pollutants,H
Information Technology,"Technology Hardware, Storage & Peripherals",Electronics and hardware production,Water use,ND
Information Technology,"Technology Hardware, Storage & Peripherals",Electronics and hardware production,Biological interferences/alterations,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Disturbances,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Freshwater ecosystem use,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,GHG emissions,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Marine ecosystem use,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Non-GHG air pollutants,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Other resource use,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Soil pollutants,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Solid waste,M
Industrials,Environmental & Facilities Services,Environmental and facilities services,Terrestrial ecosystem use,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Water pollutants,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Water use,ND
Industrials,Environmental & Facilities Services,Environmental and facilities services,Biological interferences/alterations,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Disturbances,H
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Freshwater ecosystem use,H
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),GHG emissions,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Marine ecosystem use,H
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Non-GHG air pollutants,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Other resource use,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Soil pollutants,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Solid waste,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Terrestrial ecosystem use,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Water pollutants,H
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Water use,ND
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Biological interferences/alterations,ND
Financials,Asset Management & Custody Banks,Financial services,Disturbances,ND
Financials,Asset Management & Custody Banks,Financial services,Freshwater ecosystem use,ND
Financials,Asset Management & Custody Banks,Financial services,GHG emissions,ND
Financials,Asset Management & Custody Banks,Financial services,Marine ecosystem use,ND
Financials,Asset Management & Custody Banks,Financial services,Non-GHG air pollutants,ND
Financials,Asset Management & Custody Banks,Financial services,Other resource use,ND
Financials,Asset Management & Custody Banks,Financial services,Soil pollutants,ND
Financials,Asset Management & Custody Banks,Financial services,Solid waste,M
Financials,Asset Management & Custody Banks,Financial services,Terrestrial ecosystem use,ND
Financials,Asset Management & Custody Banks,Financial services,Water pollutants,ND
Financials,Asset Management & Custody Banks,Financial services,Water use,ND
Financials,Asset Management & Custody Banks,Financial services,Biological interferences/alterations,ND
Financials,Consumer Finance,Financial services,Disturbances,ND
Financials,Consumer Finance,Financial services,Freshwater ecosystem use,ND
Financials,Consumer Finance,Financial services,GHG emissions,ND
Financials,Consumer Finance,Financial services,Marine ecosystem use,ND
Financials,Consumer Finance,Financial services,Non-GHG air pollutants,ND
Financials,Consumer Finance,Financial services,Other resource use,ND
Financials,Consumer Finance,Financial services,Soil pollutants,ND
Financials,Consumer Finance,Financial services,Solid waste,M
Financials,Consumer Finance,Financial services,Terrestrial ecosystem use,ND
Financials,Consumer Finance,Financial services,Water pollutants,ND
Financials,Consumer Finance,Financial services,Water use,ND
Financials,Consumer Finance,Financial services,Biological interferences/alterations,ND
Financials,Diversified Banks,Financial services,Disturbances,ND
Financials,Diversified Banks,Financial services,Freshwater ecosystem use,ND
Financials,Diversified Banks,Financial services,GHG emissions,ND
Financials,Diversified Banks,Financial services,Marine ecosystem use,ND
Financials,Diversified Banks,Financial services,Non-GHG air pollutants,ND
Financials,Diversified Banks,Financial services,Other resource use,ND
Financials,Diversified Banks,Financial services,Soil pollutants,ND
Financials,Diversified Banks,Financial services,Solid waste,M
Financials,Diversified Banks,Financial services,Terrestrial ecosystem use,ND
Financials,Diversified Banks,Financial services,Water pollutants,ND
Financials,Diversified Banks,Financial services,Water use,ND
Financials,Diversified Banks,Financial services,Biological interferences/alterations,ND
Financials,Diversified Capital Markets,Financial services,Disturbances,ND
Financials,Diversified Capital Markets,Financial services,Freshwater ecosystem use,ND
Financials,Diversified Capital Markets,Financial services,GHG emissions,ND
Financials,Diversified Capital Markets,Financial services,Marine ecosystem use,ND
Financials,Diversified Capital Markets,Financial services,Non-GHG air pollutants,ND
Financials,Diversified Capital Markets,Financial services,Other resource use,ND
Financials,Diversified Capital Markets,Financial services,Soil pollutants,ND
Financials,Diversified Capital Markets,Financial services,Solid waste,M
Financials,Diversified Capital Markets,Financial services,Terrestrial ecosystem use,ND
Financials,Diversified Capital Markets,Financial services,Water pollutants,ND
Financials,Diversified Capital Markets,Financial services,Water use,ND
Financials,Diversified Capital Markets,Financial services,Biological interferences/alterations,ND
Financials,Financial Exchanges & Data,Financial services,Disturbances,ND
Financials,Financial Exchanges & Data,Financial services,Freshwater ecosystem use,ND
Financials,Financial Exchanges & Data,Financial services,GHG emissions,ND
Financials,Financial Exchanges & Data,Financial services,Marine ecosystem use,ND
Financials,Financial Exchanges & Data,Financial services,Non-GHG air pollutants,ND
Financials,Financial Exchanges & Data,Financial services,Other resource use,ND
Financials,Financial Exchanges & Data,Financial services,Soil pollutants,ND
Financials,Financial Exchanges & Data,Financial services,Solid waste,M
Financials,Financial Exchanges & Data,Financial services,Terrestrial ecosystem use,ND
Financials,Financial Exchanges & Data,Financial services,Water pollutants,ND
Financials,Financial Exchanges & Data,Financial services,Water use,ND
Financials,Financial Exchanges & Data,Financial services,Biological interferences/alterations,ND
Financials,Insurance Brokers,Financial services,Disturbances,ND
Financials,Insurance Brokers,Financial services,Freshwater ecosystem use,ND
Financials,Insurance Brokers,Financial services,GHG emissions,ND
Financials,Insurance Brokers,Financial services,Marine ecosystem use,ND
Financials,Insurance Brokers,Financial services,Non-GHG air pollutants,ND
Financials,Insurance Brokers,Financial services,Other resource use,ND
Financials,Insurance Brokers,Financial services,Soil pollutants,ND
Financials,Insurance Brokers,Financial services,Solid waste,M
Financials,Insurance Brokers,Financial services,Terrestrial ecosystem use,ND
Financials,Insurance Brokers,Financial services,Water pollutants,ND
Financials,Insurance Brokers,Financial services,Water use,ND
Financials,Insurance Brokers,Financial services,Biological interferences/alterations,ND
Financials,Investment Banking & Brokerage,Financial services,Disturbances,ND
Financials,Investment Banking & Brokerage,Financial services,Freshwater ecosystem use,ND
Financials,Investment Banking & Brokerage,Financial services,GHG emissions,ND
Financials,Investment Banking & Brokerage,Financial services,Marine ecosystem use,ND
Financials,Investment Banking & Brokerage,Financial services,Non-GHG air pollutants,ND
Financials,Investment Banking & Brokerage,Financial services,Other resource use,ND
Financials,Investment Banking & Brokerage,Financial services,Soil pollutants,ND
Financials,Investment Banking & Brokerage,Financial services,Solid waste,M
Financials,Investment Banking & Brokerage,Financial services,Terrestrial ecosystem use,ND
Financials,Investment Banking & Brokerage,Financial services,Water pollutants,ND
Financials,Investment Banking & Brokerage,Financial services,Water use,ND
Financials,Investment Banking & Brokerage,Financial services,Biological interferences/alterations,ND
Financials,Life & Health Insurance,Financial services,Disturbances,ND
Financials,Life & Health Insurance,Financial services,Freshwater ecosystem use,ND
Financials,Life & Health Insurance,Financial services,GHG emissions,ND
Financials,Life & Health Insurance,Financial services,Marine ecosystem use,ND
Financials,Life & Health Insurance,Financial services,Non-GHG air pollutants,ND
Financials,Life & Health Insurance,Financial services,Other resource use,ND
Financials,Life & Health Insurance,Financial services,Soil pollutants,ND
